group_index,item_id,source_item_uid,domain,concept,task,is_repeated_check,stem,file
23,ITEM_767,GLM_B_C17,Biology,能量流动与物质循环,B,False,概念：能量流动与物质循环。标题：森林的流转。场景：阳光能量流过草地变热散失，碳元素却在动植物间反复循环。标签：能量流动、物质循环、生态。提醒：能量单向流动会递减，物质却能循环反复利用。,f7800ffb79904dc18a4e300e24f97b84.xlsx
24,ITEM_138,claude_B_C18,Biology,光合作用与细胞呼吸,B,False,概念：光合作用与细胞呼吸。标题：植物的双面生活。场景：晚上没有光，植物停止光合，但还在呼吸消耗氧气，这让小丽很惊讶。标签：光合作用、细胞呼吸、全天进行。提醒：植物不只白天呼吸，细胞呼吸全天都在进行。,f7800ffb79904dc18a4e300e24f97b84.xlsx
25,ITEM_408,Gemini_B_C18,Biology,光合作用与细胞呼吸,B,False,概念：光合作用与细胞呼吸。标题：夜间的盆栽。场景：黑暗的卧室里，绿萝正在悄悄吸收氧气释放二氧化碳，为生存消耗能量。标签：光合作用、细胞呼吸、维持生命。提醒：植物无时无刻不在进行呼吸作用以维持生命。,f7800ffb79904dc18a4e300e24f97b84.xlsx
26,ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,True,概念：随机变异与非随机选择。解释：基因变异是随机的，但自然选择是有方向性的筛选过程。常见误解：变异是为了适应环境。正确说明：变异随机发生，环境通过选择保留有利变异。,f7800ffb79904dc18a4e300e24f97b84.xlsx
27,ITEM_523,mimo_C_C13,Biology,自然选择,C,False,概念：自然选择。题目：关于自然选择，下列理解正确的是。选项：A. 生物主动变异来适应环境；B. 环境对已有变异进行筛选；C. 所有个体都能适应环境；D. 自然选择由生物意志决定。答案：B。解析：自然选择是对已有变异的筛选，不是生物主动适应。,f7800ffb79904dc18a4e300e24f97b84.xlsx
28,ITEM_613,KIMI_C_C13,Biology,自然选择,C,False,概念：自然选择。题目：长颈鹿的长脖子是怎么来的。选项：A. 随机变异被环境筛选；B. 为了吃树叶而拉长；C. 主动锻炼获得的；D. 父母教会的本领。答案：A。解析：变异随机产生，环境非随机筛选有利性状。,f7800ffb79904dc18a4e300e24f97b84.xlsx
29,ITEM_254,豆包_C_C14,Biology,进化没有预设目标,C,False,概念：进化没有预设目标。题目：生物进化有固定方向吗。选项：A. 无，随环境变化；B. 有，向高等进化；C. 有，变大变强；D. 有，向复杂进化。答案：A。解析：进化无预设目标，仅适应当下环境。,f7800ffb79904dc18a4e300e24f97b84.xlsx
30,ITEM_614,KIMI_C_C14,Biology,进化没有预设目标,C,False,概念：进化没有预设目标。题目：关于生物进化，正确的说法是。选项：A. 进化没有终极目标；B. 进化必然变高级；C. 人类是进化终点；D. 复杂等于更适应。答案：A。解析：进化只提升适应度，无终极完美目标。,f7800ffb79904dc18a4e300e24f97b84.xlsx
31,ITEM_075,千问_C_C15,Biology,随机变异与非随机选择,C,False,概念：随机变异与非随机选择。题目：环境导致生物发生特定变异吗。选项：A. 是，环境诱导；B. 是，为了适应；C. 不是；D. 是，定向变异。答案：C。解析：变异是随机的，环境只筛选有利的变异。,f7800ffb79904dc18a4e300e24f97b84.xlsx
32,ITEM_255,豆包_C_C15,Biology,随机变异与非随机选择,C,False,概念：随机变异与非随机选择。题目：生物变异是。选项：A. 随机的；B. 按需求产生；C. 定向的；D. 环境决定的。答案：A。解析：变异随机，自然选择是非随机的。,f7800ffb79904dc18a4e300e24f97b84.xlsx
33,ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,False,概念：遗传信息与性状。题目：双胞胎基因相同，性状一定相同吗。选项：A. 一定相同；B. 不一定，环境影响；C. 基因决定一切；D. 环境决定一切。答案：B。解析：性状是基因与环境共同作用的结果。,f7800ffb79904dc18a4e300e24f97b84.xlsx
34,ITEM_436,Gemini_C_C16,Biology,遗传信息与性状,C,False,概念：遗传信息与性状。题目：铁匠经过多年锻炼练出粗壮手臂，他的儿子一出生也强壮吗。选项：A. 会，后天锻炼的性状能遗传；B. 会，强壮基因被激活传给了后代；C. 不会，后天环境改变的性状不遗传；D. 不会，因为儿子还没开始打铁。答案：C。解析：后天锻炼不改变生殖细胞的基因，因此这种肌肉无法遗传。,f7800ffb79904dc18a4e300e24f97b84.xlsx
35,ITEM_437,Gemini_C_C17,Biology,能量流动与物质循环,C,False,概念：能量流动与物质循环。题目：在生态系统中，太阳能被植物吸收后，最终会去哪里。选项：A. 在生态系统中无限循环使用；B. 全部储存在顶级捕食者体内；C. 随食物链传递最终以热能散失；D. 重新变回太阳光反射回太空。答案：C。解析：能量流动是单向且逐级递减的，最终多以热能形式散失。,f7800ffb79904dc18a4e300e24f97b84.xlsx
36,ITEM_797,GLM_C_C17,Biology,能量流动与物质循环,C,False,概念：能量流动与物质循环。题目：生态系统中，能量流动和物质循环的特点是。选项：A. 两者都单向流动；B. 物质循环，能量单向递减；C. 两者都循环利用；D. 能量循环，物质单向。答案：B。解析：能量单向流动逐级递减，物质可循环利用。,f7800ffb79904dc18a4e300e24f97b84.xlsx
37,ITEM_528,mimo_C_C18,Biology,光合作用与细胞呼吸,C,False,概念：光合作用与细胞呼吸。题目：关于植物的代谢过程，正确的是。选项：A. 植物白天只进行光合作用；B. 植物晚上才进行细胞呼吸；C. 所有活细胞时刻都在进行细胞呼吸；D. 光合作用和呼吸不能同时进行。答案：C。解析：植物所有活细胞时刻都在进行细胞呼吸，白天两种过程同时进行。,f7800ffb79904dc18a4e300e24f97b84.xlsx
38,ITEM_708,GPT_C_C18,Biology,光合作用与细胞呼吸,C,False,概念：光合作用与细胞呼吸。题目：夜晚植物没有光照时还会怎样。选项：A. 进行细胞呼吸；B. 完全停止活动；C. 只吸收阳光；D. 不需要能量。答案：A。解析：植物也靠细胞呼吸释放生命活动所需能量。,f7800ffb79904dc18a4e300e24f97b84.xlsx
40,ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,True,概念：遗传信息与性状。题目：双胞胎基因相同，性状一定相同吗。选项：A. 一定相同；B. 不一定，环境影响；C. 基因决定一切；D. 环境决定一切。答案：B。解析：性状是基因与环境共同作用的结果。,f7800ffb79904dc18a4e300e24f97b84.xlsx
