item_id,generator,model,task,domain,concept_id,concept,output,text,content_json,model_file
mimo_B_C26,Mimo,Mimo,B,Climate/Environment,C26,天气与气候,"{""id"":""C26"",""concept"":""天气与气候"",""title"":""今日与百年"",""scene"":""小文某天特别冷，爷爷说这是一天的天气，不代表气候趋势。"",""tags"":[""天气"",""气候"",""长期""],""warning"":""单日天气波动不代表整体气候趋势。""}","{""id"":""C26"",""concept"":""天气与气候"",""title"":""今日与百年"",""scene"":""小文某天特别冷，爷爷说这是一天的天气，不代表气候趋势。"",""tags"":[""天气"",""气候"",""长期""],""warning"":""单日天气波动不代表整体气候趋势。""}","{""id"":""C26"",""concept"":""天气与气候"",""title"":""今日与百年"",""scene"":""小文某天特别冷，爷爷说这是一天的天气，不代表气候趋势。"",""tags"":[""天气"",""气候"",""长期""],""warning"":""单日天气波动不代表整体气候趋势。""}",mimo.txt
mimo_B_C27,Mimo,Mimo,B,Climate/Environment,C27,全球变暖与气候变化,"{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""暖了还冷"",""scene"":""小秋冬天更冷了，老师解释全球变暖反而可能增加极端天气。"",""tags"":[""全球变暖"",""极端天气"",""气候""],""warning"":""全球变暖不意味着每个冬天都更暖。""}","{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""暖了还冷"",""scene"":""小秋冬天更冷了，老师解释全球变暖反而可能增加极端天气。"",""tags"":[""全球变暖"",""极端天气"",""气候""],""warning"":""全球变暖不意味着每个冬天都更暖。""}","{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""暖了还冷"",""scene"":""小秋冬天更冷了，老师解释全球变暖反而可能增加极端天气。"",""tags"":[""全球变暖"",""极端天气"",""气候""],""warning"":""全球变暖不意味着每个冬天都更暖。""}",mimo.txt
mimo_B_C28,Mimo,Mimo,B,Climate/Environment,C28,二氧化碳的气候作用,"{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""看不见的幕"",""scene"":""小冬工厂排放二氧化碳，看不见却在大气中吸收红外辐射升温。"",""tags"":[""二氧化碳"",""温室气体"",""红外""],""warning"":""二氧化碳本身无毒，但过量排放会增强温室效应。""}","{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""看不见的幕"",""scene"":""小冬工厂排放二氧化碳，看不见却在大气中吸收红外辐射升温。"",""tags"":[""二氧化碳"",""温室气体"",""红外""],""warning"":""二氧化碳本身无毒，但过量排放会增强温室效应。""}","{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""看不见的幕"",""scene"":""小冬工厂排放二氧化碳，看不见却在大气中吸收红外辐射升温。"",""tags"":[""二氧化碳"",""温室气体"",""红外""],""warning"":""二氧化碳本身无毒，但过量排放会增强温室效应。""}",mimo.txt
mimo_B_C29,Mimo,Mimo,B,Climate/Environment,C29,海洋垃圾与塑料污染,"{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""不消失的塑料"",""scene"":""小海潜水发现海底大量塑料碎片，它们不会溶解只会碎裂。"",""tags"":[""塑料污染"",""微塑料"",""海洋""],""warning"":""塑料不会被海水溶解，只会碎裂成微塑料。""}","{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""不消失的塑料"",""scene"":""小海潜水发现海底大量塑料碎片，它们不会溶解只会碎裂。"",""tags"":[""塑料污染"",""微塑料"",""海洋""],""warning"":""塑料不会被海水溶解，只会碎裂成微塑料。""}","{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""不消失的塑料"",""scene"":""小海潜水发现海底大量塑料碎片，它们不会溶解只会碎裂。"",""tags"":[""塑料污染"",""微塑料"",""海洋""],""warning"":""塑料不会被海水溶解，只会碎裂成微塑料。""}",mimo.txt
mimo_B_C30,Mimo,Mimo,B,Climate/Environment,C30,自然变率与人为影响,"{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""双重驱动"",""scene"":""小风研究气候变化，发现自然因素和人类排放共同影响气温。"",""tags"":[""自然变率"",""人为影响"",""温室气体""],""warning"":""气候变化不全是自然现象，人为影响已成主因。""}","{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""双重驱动"",""scene"":""小风研究气候变化，发现自然因素和人类排放共同影响气温。"",""tags"":[""自然变率"",""人为影响"",""温室气体""],""warning"":""气候变化不全是自然现象，人为影响已成主因。""}","{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""双重驱动"",""scene"":""小风研究气候变化，发现自然因素和人类排放共同影响气温。"",""tags"":[""自然变率"",""人为影响"",""温室气体""],""warning"":""气候变化不全是自然现象，人为影响已成主因。""}",mimo.txt
mimo_C_C01,Mimo,Mimo,C,Physics,C01,惯性,"{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，乘客身体为什么会前倾？"",""options"":{""A"":""身体保持原来的运动状态"",""B"":""身体受到向前的推力"",""C"":""重力突然增大了"",""D"":""空气把人往前推""},""answer"":""A"",""explain"":""惯性使身体在短时间内保持原来的运动状态。""}","{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，乘客身体为什么会前倾？"",""options"":{""A"":""身体保持原来的运动状态"",""B"":""身体受到向前的推力"",""C"":""重力突然增大了"",""D"":""空气把人往前推""},""answer"":""A"",""explain"":""惯性使身体在短时间内保持原来的运动状态。""}","{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，乘客身体为什么会前倾？"",""options"":{""A"":""身体保持原来的运动状态"",""B"":""身体受到向前的推力"",""C"":""重力突然增大了"",""D"":""空气把人往前推""},""answer"":""A"",""explain"":""惯性使身体在短时间内保持原来的运动状态。""}",mimo.txt
mimo_C_C02,Mimo,Mimo,C,Physics,C02,净力与加速度,"{""id"":""C02"",""concept"":""净力与加速度"",""question"":""关于力与运动，下列说法正确的是？"",""options"":{""A"":""力越大，物体速度越大"",""B"":""力越大，物体加速度越大"",""C"":""不受力的物体一定静止"",""D"":""力是维持运动的原因""},""answer"":""B"",""explain"":""根据牛顿第二定律，力决定加速度，而非速度本身。""}","{""id"":""C02"",""concept"":""净力与加速度"",""question"":""关于力与运动，下列说法正确的是？"",""options"":{""A"":""力越大，物体速度越大"",""B"":""力越大，物体加速度越大"",""C"":""不受力的物体一定静止"",""D"":""力是维持运动的原因""},""answer"":""B"",""explain"":""根据牛顿第二定律，力决定加速度，而非速度本身。""}","{""id"":""C02"",""concept"":""净力与加速度"",""question"":""关于力与运动，下列说法正确的是？"",""options"":{""A"":""力越大，物体速度越大"",""B"":""力越大，物体加速度越大"",""C"":""不受力的物体一定静止"",""D"":""力是维持运动的原因""},""answer"":""B"",""explain"":""根据牛顿第二定律，力决定加速度，而非速度本身。""}",mimo.txt
mimo_C_C03,Mimo,Mimo,C,Physics,C03,牛顿第三定律,"{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""甲乙两人对拳，下列说法正确的是？"",""options"":{""A"":""甲受到的力更大"",""B"":""乙受到的力更大"",""C"":""两人受力大小相等"",""D"":""主动出拳的人受力小""},""answer"":""C"",""explain"":""作用力与反作用力大小相等，方向相反，作用在不同物体上。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""甲乙两人对拳，下列说法正确的是？"",""options"":{""A"":""甲受到的力更大"",""B"":""乙受到的力更大"",""C"":""两人受力大小相等"",""D"":""主动出拳的人受力小""},""answer"":""C"",""explain"":""作用力与反作用力大小相等，方向相反，作用在不同物体上。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""甲乙两人对拳，下列说法正确的是？"",""options"":{""A"":""甲受到的力更大"",""B"":""乙受到的力更大"",""C"":""两人受力大小相等"",""D"":""主动出拳的人受力小""},""answer"":""C"",""explain"":""作用力与反作用力大小相等，方向相反，作用在不同物体上。""}",mimo.txt
mimo_C_C04,Mimo,Mimo,C,Physics,C04,抛体运动,"{""id"":""C04"",""concept"":""抛体运动"",""question"":""篮球出手后在空中飞行，此时篮球受到的力是？"",""options"":{""A"":""向前的推力和重力"",""B"":""只受重力作用"",""C"":""向前的惯性力"",""D"":""不受任何力的作用""},""answer"":""B"",""explain"":""物体出手后仅受重力，不存在向前的推力。""}","{""id"":""C04"",""concept"":""抛体运动"",""question"":""篮球出手后在空中飞行，此时篮球受到的力是？"",""options"":{""A"":""向前的推力和重力"",""B"":""只受重力作用"",""C"":""向前的惯性力"",""D"":""不受任何力的作用""},""answer"":""B"",""explain"":""物体出手后仅受重力，不存在向前的推力。""}","{""id"":""C04"",""concept"":""抛体运动"",""question"":""篮球出手后在空中飞行，此时篮球受到的力是？"",""options"":{""A"":""向前的推力和重力"",""B"":""只受重力作用"",""C"":""向前的惯性力"",""D"":""不受任何力的作用""},""answer"":""B"",""explain"":""物体出手后仅受重力，不存在向前的推力。""}",mimo.txt
mimo_C_C05,Mimo,Mimo,C,Physics,C05,圆周运动,"{""id"":""C05"",""concept"":""圆周运动"",""question"":""关于圆周运动中的向心力，正确的是？"",""options"":{""A"":""向心力是一种独立的力"",""B"":""向心力由某个具体力提供"",""C"":""向心力指向圆外"",""D"":""向心力使物体速度增大""},""answer"":""B"",""explain"":""向心力是合力指向圆心的效果，由具体的力提供，不是独立的力。""}","{""id"":""C05"",""concept"":""圆周运动"",""question"":""关于圆周运动中的向心力，正确的是？"",""options"":{""A"":""向心力是一种独立的力"",""B"":""向心力由某个具体力提供"",""C"":""向心力指向圆外"",""D"":""向心力使物体速度增大""},""answer"":""B"",""explain"":""向心力是合力指向圆心的效果，由具体的力提供，不是独立的力。""}","{""id"":""C05"",""concept"":""圆周运动"",""question"":""关于圆周运动中的向心力，正确的是？"",""options"":{""A"":""向心力是一种独立的力"",""B"":""向心力由某个具体力提供"",""C"":""向心力指向圆外"",""D"":""向心力使物体速度增大""},""answer"":""B"",""explain"":""向心力是合力指向圆心的效果，由具体的力提供，不是独立的力。""}",mimo.txt
mimo_C_C06,Mimo,Mimo,C,Physics,C06,摩擦力与运动,"{""id"":""C06"",""concept"":""摩擦力与运动"",""question"":""人在地面上走路前进，推动人前进的力是？"",""options"":{""A"":""脚对地面的蹬力"",""B"":""地面对脚的摩擦力"",""C"":""空气的推力"",""D"":""肌肉产生的惯性力""},""answer"":""B"",""explain"":""摩擦力不一定阻碍运动，走路时地面摩擦力提供前进动力。""}","{""id"":""C06"",""concept"":""摩擦力与运动"",""question"":""人在地面上走路前进，推动人前进的力是？"",""options"":{""A"":""脚对地面的蹬力"",""B"":""地面对脚的摩擦力"",""C"":""空气的推力"",""D"":""肌肉产生的惯性力""},""answer"":""B"",""explain"":""摩擦力不一定阻碍运动，走路时地面摩擦力提供前进动力。""}","{""id"":""C06"",""concept"":""摩擦力与运动"",""question"":""人在地面上走路前进，推动人前进的力是？"",""options"":{""A"":""脚对地面的蹬力"",""B"":""地面对脚的摩擦力"",""C"":""空气的推力"",""D"":""肌肉产生的惯性力""},""answer"":""B"",""explain"":""摩擦力不一定阻碍运动，走路时地面摩擦力提供前进动力。""}",mimo.txt
mimo_C_C07,Mimo,Mimo,C,Chemistry,C07,质量守恒,"{""id"":""C07"",""concept"":""质量守恒"",""question"":""蜡烛在敞口容器中燃烧后，总质量减少了，这是因为？"",""options"":{""A"":""质量守恒定律不成立"",""B"":""生成的气体逸散到空气中"",""C"":""火把质量烧掉了"",""D"":""蜡烛被压缩变轻了""},""answer"":""B"",""explain"":""敞口体系中生成的气体逸出导致质量减少，但原子总数不变。""}","{""id"":""C07"",""concept"":""质量守恒"",""question"":""蜡烛在敞口容器中燃烧后，总质量减少了，这是因为？"",""options"":{""A"":""质量守恒定律不成立"",""B"":""生成的气体逸散到空气中"",""C"":""火把质量烧掉了"",""D"":""蜡烛被压缩变轻了""},""answer"":""B"",""explain"":""敞口体系中生成的气体逸出导致质量减少，但原子总数不变。""}","{""id"":""C07"",""concept"":""质量守恒"",""question"":""蜡烛在敞口容器中燃烧后，总质量减少了，这是因为？"",""options"":{""A"":""质量守恒定律不成立"",""B"":""生成的气体逸散到空气中"",""C"":""火把质量烧掉了"",""D"":""蜡烛被压缩变轻了""},""answer"":""B"",""explain"":""敞口体系中生成的气体逸出导致质量减少，但原子总数不变。""}",mimo.txt
mimo_C_C08,Mimo,Mimo,C,Chemistry,C08,物质微粒观,"{""id"":""C08"",""concept"":""物质微粒观"",""question"":""墨水滴入水中后均匀扩散，这说明了什么？"",""options"":{""A"":""水有吸附墨水的能力"",""B"":""微粒在不停地运动"",""C"":""墨水比水轻所以浮起"",""D"":""温度升高导致扩散""},""answer"":""B"",""explain"":""扩散现象表明物质由不断运动的微粒构成。""}","{""id"":""C08"",""concept"":""物质微粒观"",""question"":""墨水滴入水中后均匀扩散，这说明了什么？"",""options"":{""A"":""水有吸附墨水的能力"",""B"":""微粒在不停地运动"",""C"":""墨水比水轻所以浮起"",""D"":""温度升高导致扩散""},""answer"":""B"",""explain"":""扩散现象表明物质由不断运动的微粒构成。""}","{""id"":""C08"",""concept"":""物质微粒观"",""question"":""墨水滴入水中后均匀扩散，这说明了什么？"",""options"":{""A"":""水有吸附墨水的能力"",""B"":""微粒在不停地运动"",""C"":""墨水比水轻所以浮起"",""D"":""温度升高导致扩散""},""answer"":""B"",""explain"":""扩散现象表明物质由不断运动的微粒构成。""}",mimo.txt
mimo_C_C09,Mimo,Mimo,C,Chemistry,C09,相变,"{""id"":""C09"",""concept"":""相变"",""question"":""给冰水混合物持续加热，温度计示数会？"",""options"":{""A"":""持续上升"",""B"":""先上升后不变"",""C"":""保持在零度直到冰完全融化"",""D"":""先不变后下降""},""answer"":""C"",""explain"":""相变过程中温度保持不变，吸收的热量用于改变物质状态。""}","{""id"":""C09"",""concept"":""相变"",""question"":""给冰水混合物持续加热，温度计示数会？"",""options"":{""A"":""持续上升"",""B"":""先上升后不变"",""C"":""保持在零度直到冰完全融化"",""D"":""先不变后下降""},""answer"":""C"",""explain"":""相变过程中温度保持不变，吸收的热量用于改变物质状态。""}","{""id"":""C09"",""concept"":""相变"",""question"":""给冰水混合物持续加热，温度计示数会？"",""options"":{""A"":""持续上升"",""B"":""先上升后不变"",""C"":""保持在零度直到冰完全融化"",""D"":""先不变后下降""},""answer"":""C"",""explain"":""相变过程中温度保持不变，吸收的热量用于改变物质状态。""}",mimo.txt
mimo_C_C10,Mimo,Mimo,C,Chemistry,C10,化学反应与物理变化,"{""id"":""C10"",""concept"":""化学反应与物理变化"",""question"":""下列变化中，属于化学反应的是？"",""options"":{""A"":""冰融化成水"",""B"":""铁钉生锈"",""C"":""玻璃被打碎"",""D"":""酒精挥发""},""answer"":""B"",""explain"":""铁钉生锈生成了新物质氧化铁，属于化学反应。""}","{""id"":""C10"",""concept"":""化学反应与物理变化"",""question"":""下列变化中，属于化学反应的是？"",""options"":{""A"":""冰融化成水"",""B"":""铁钉生锈"",""C"":""玻璃被打碎"",""D"":""酒精挥发""},""answer"":""B"",""explain"":""铁钉生锈生成了新物质氧化铁，属于化学反应。""}","{""id"":""C10"",""concept"":""化学反应与物理变化"",""question"":""下列变化中，属于化学反应的是？"",""options"":{""A"":""冰融化成水"",""B"":""铁钉生锈"",""C"":""玻璃被打碎"",""D"":""酒精挥发""},""answer"":""B"",""explain"":""铁钉生锈生成了新物质氧化铁，属于化学反应。""}",mimo.txt
mimo_C_C11,Mimo,Mimo,C,Chemistry,C11,化学键,"{""id"":""C11"",""concept"":""化学键"",""question"":""关于化学键的断裂，下列说法正确的是？"",""options"":{""A"":""必须通过加热才能断裂"",""B"":""可通过光照、催化等方式断裂"",""C"":""化学键永远不会断裂"",""D"":""只有金属键可以断裂""},""answer"":""B"",""explain"":""化学键可通过加热、光照、催化等多种方式断裂。""}","{""id"":""C11"",""concept"":""化学键"",""question"":""关于化学键的断裂，下列说法正确的是？"",""options"":{""A"":""必须通过加热才能断裂"",""B"":""可通过光照、催化等方式断裂"",""C"":""化学键永远不会断裂"",""D"":""只有金属键可以断裂""},""answer"":""B"",""explain"":""化学键可通过加热、光照、催化等多种方式断裂。""}","{""id"":""C11"",""concept"":""化学键"",""question"":""关于化学键的断裂，下列说法正确的是？"",""options"":{""A"":""必须通过加热才能断裂"",""B"":""可通过光照、催化等方式断裂"",""C"":""化学键永远不会断裂"",""D"":""只有金属键可以断裂""},""answer"":""B"",""explain"":""化学键可通过加热、光照、催化等多种方式断裂。""}",mimo.txt
mimo_C_C12,Mimo,Mimo,C,Chemistry,C12,溶液浓度与稀释,"{""id"":""C12"",""concept"":""溶液浓度与稀释"",""question"":""向一杯糖水中加入适量水稀释，下列说法正确的是？"",""options"":{""A"":""糖的质量减少了"",""B"":""糖水变甜了"",""C"":""溶质质量不变，浓度降低"",""D"":""水和糖都减少了""},""answer"":""C"",""explain"":""稀释时溶质质量不变，溶液体积增大，浓度降低。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""question"":""向一杯糖水中加入适量水稀释，下列说法正确的是？"",""options"":{""A"":""糖的质量减少了"",""B"":""糖水变甜了"",""C"":""溶质质量不变，浓度降低"",""D"":""水和糖都减少了""},""answer"":""C"",""explain"":""稀释时溶质质量不变，溶液体积增大，浓度降低。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""question"":""向一杯糖水中加入适量水稀释，下列说法正确的是？"",""options"":{""A"":""糖的质量减少了"",""B"":""糖水变甜了"",""C"":""溶质质量不变，浓度降低"",""D"":""水和糖都减少了""},""answer"":""C"",""explain"":""稀释时溶质质量不变，溶液体积增大，浓度降低。""}",mimo.txt
mimo_C_C13,Mimo,Mimo,C,Biology,C13,自然选择,"{""id"":""C13"",""concept"":""自然选择"",""question"":""关于自然选择，下列理解正确的是？"",""options"":{""A"":""生物主动变异来适应环境"",""B"":""环境对已有变异进行筛选"",""C"":""所有个体都能适应环境"",""D"":""自然选择由生物意志决定""},""answer"":""B"",""explain"":""自然选择是对已有变异的筛选，不是生物主动适应。""}","{""id"":""C13"",""concept"":""自然选择"",""question"":""关于自然选择，下列理解正确的是？"",""options"":{""A"":""生物主动变异来适应环境"",""B"":""环境对已有变异进行筛选"",""C"":""所有个体都能适应环境"",""D"":""自然选择由生物意志决定""},""answer"":""B"",""explain"":""自然选择是对已有变异的筛选，不是生物主动适应。""}","{""id"":""C13"",""concept"":""自然选择"",""question"":""关于自然选择，下列理解正确的是？"",""options"":{""A"":""生物主动变异来适应环境"",""B"":""环境对已有变异进行筛选"",""C"":""所有个体都能适应环境"",""D"":""自然选择由生物意志决定""},""answer"":""B"",""explain"":""自然选择是对已有变异的筛选，不是生物主动适应。""}",mimo.txt
mimo_C_C14,Mimo,Mimo,C,Biology,C14,进化没有预设目标,"{""id"":""C14"",""concept"":""进化没有预设目标"",""question"":""关于生物进化，下列说法正确的是？"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""answer"":""C"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。""}","{""id"":""C14"",""concept"":""进化没有预设目标"",""question"":""关于生物进化，下列说法正确的是？"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""answer"":""C"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。""}","{""id"":""C14"",""concept"":""进化没有预设目标"",""question"":""关于生物进化，下列说法正确的是？"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""answer"":""C"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。""}",mimo.txt
mimo_C_C15,Mimo,Mimo,C,Biology,C15,随机变异与非随机选择,"{""id"":""C15"",""concept"":""随机变异与非随机选择"",""question"":""关于基因变异和自然选择，正确的是？"",""options"":{""A"":""变异是为了适应环境而发生的"",""B"":""变异是随机的，选择是有方向的"",""C"":""自然选择也是完全随机的"",""D"":""变异和选择都由环境决定""},""answer"":""B"",""explain"":""变异随机发生，自然选择是有方向性的筛选过程。""}","{""id"":""C15"",""concept"":""随机变异与非随机选择"",""question"":""关于基因变异和自然选择，正确的是？"",""options"":{""A"":""变异是为了适应环境而发生的"",""B"":""变异是随机的，选择是有方向的"",""C"":""自然选择也是完全随机的"",""D"":""变异和选择都由环境决定""},""answer"":""B"",""explain"":""变异随机发生，自然选择是有方向性的筛选过程。""}","{""id"":""C15"",""concept"":""随机变异与非随机选择"",""question"":""关于基因变异和自然选择，正确的是？"",""options"":{""A"":""变异是为了适应环境而发生的"",""B"":""变异是随机的，选择是有方向的"",""C"":""自然选择也是完全随机的"",""D"":""变异和选择都由环境决定""},""answer"":""B"",""explain"":""变异随机发生，自然选择是有方向性的筛选过程。""}",mimo.txt
mimo_C_C16,Mimo,Mimo,C,Biology,C16,遗传信息与性状,"{""id"":""C16"",""concept"":""遗传信息与性状"",""question"":""关于基因与性状的关系，正确的是？"",""options"":{""A"":""一个基因只决定一个性状"",""B"":""性状只由一个基因决定"",""C"":""性状常受多基因共同影响"",""D"":""基因与性状之间没有关系""},""answer"":""C"",""explain"":""性状常受多基因共同影响，一个基因也可影响多个性状。""}","{""id"":""C16"",""concept"":""遗传信息与性状"",""question"":""关于基因与性状的关系，正确的是？"",""options"":{""A"":""一个基因只决定一个性状"",""B"":""性状只由一个基因决定"",""C"":""性状常受多基因共同影响"",""D"":""基因与性状之间没有关系""},""answer"":""C"",""explain"":""性状常受多基因共同影响，一个基因也可影响多个性状。""}","{""id"":""C16"",""concept"":""遗传信息与性状"",""question"":""关于基因与性状的关系，正确的是？"",""options"":{""A"":""一个基因只决定一个性状"",""B"":""性状只由一个基因决定"",""C"":""性状常受多基因共同影响"",""D"":""基因与性状之间没有关系""},""answer"":""C"",""explain"":""性状常受多基因共同影响，一个基因也可影响多个性状。""}",mimo.txt
mimo_C_C17,Mimo,Mimo,C,Biology,C17,能量流动与物质循环,"{""id"":""C17"",""concept"":""能量流动与物质循环"",""question"":""关于生态系统中能量和物质的流动，正确的是？"",""options"":{""A"":""能量和物质都能循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""物质单向流动，能量可循环"",""D"":""能量和物质都是单向流动的""},""answer"":""B"",""explain"":""能量逐级递减最终以热能散失，不能循环；物质可以循环。""}","{""id"":""C17"",""concept"":""能量流动与物质循环"",""question"":""关于生态系统中能量和物质的流动，正确的是？"",""options"":{""A"":""能量和物质都能循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""物质单向流动，能量可循环"",""D"":""能量和物质都是单向流动的""},""answer"":""B"",""explain"":""能量逐级递减最终以热能散失，不能循环；物质可以循环。""}","{""id"":""C17"",""concept"":""能量流动与物质循环"",""question"":""关于生态系统中能量和物质的流动，正确的是？"",""options"":{""A"":""能量和物质都能循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""物质单向流动，能量可循环"",""D"":""能量和物质都是单向流动的""},""answer"":""B"",""explain"":""能量逐级递减最终以热能散失，不能循环；物质可以循环。""}",mimo.txt
mimo_C_C18,Mimo,Mimo,C,Biology,C18,光合作用与细胞呼吸,"{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""question"":""关于植物的代谢过程，正确的是？"",""options"":{""A"":""植物白天只进行光合作用"",""B"":""植物晚上才进行细胞呼吸"",""C"":""所有活细胞时刻都在进行细胞呼吸"",""D"":""光合作用和呼吸不能同时进行""},""answer"":""C"",""explain"":""植物所有活细胞时刻都在进行细胞呼吸，白天两种过程同时进行。""}","{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""question"":""关于植物的代谢过程，正确的是？"",""options"":{""A"":""植物白天只进行光合作用"",""B"":""植物晚上才进行细胞呼吸"",""C"":""所有活细胞时刻都在进行细胞呼吸"",""D"":""光合作用和呼吸不能同时进行""},""answer"":""C"",""explain"":""植物所有活细胞时刻都在进行细胞呼吸，白天两种过程同时进行。""}","{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""question"":""关于植物的代谢过程，正确的是？"",""options"":{""A"":""植物白天只进行光合作用"",""B"":""植物晚上才进行细胞呼吸"",""C"":""所有活细胞时刻都在进行细胞呼吸"",""D"":""光合作用和呼吸不能同时进行""},""answer"":""C"",""explain"":""植物所有活细胞时刻都在进行细胞呼吸，白天两种过程同时进行。""}",mimo.txt
mimo_C_C19,Mimo,Mimo,C,Geoscience,C19,板块构造,"{""id"":""C19"",""concept"":""板块构造"",""question"":""关于板块构造学说，下列理解正确的是？"",""options"":{""A"":""大陆在海洋上独立漂移"",""B"":""板块包括大陆和海洋地壳整体移动"",""C"":""地球表面只有一块大陆板块"",""D"":""板块是固定不动的""},""answer"":""B"",""explain"":""板块包括大陆和海洋地壳，整体在软流层上移动。""}","{""id"":""C19"",""concept"":""板块构造"",""question"":""关于板块构造学说，下列理解正确的是？"",""options"":{""A"":""大陆在海洋上独立漂移"",""B"":""板块包括大陆和海洋地壳整体移动"",""C"":""地球表面只有一块大陆板块"",""D"":""板块是固定不动的""},""answer"":""B"",""explain"":""板块包括大陆和海洋地壳，整体在软流层上移动。""}","{""id"":""C19"",""concept"":""板块构造"",""question"":""关于板块构造学说，下列理解正确的是？"",""options"":{""A"":""大陆在海洋上独立漂移"",""B"":""板块包括大陆和海洋地壳整体移动"",""C"":""地球表面只有一块大陆板块"",""D"":""板块是固定不动的""},""answer"":""B"",""explain"":""板块包括大陆和海洋地壳，整体在软流层上移动。""}",mimo.txt
mimo_C_C20,Mimo,Mimo,C,Geoscience,C20,地质时间,"{""id"":""C20"",""concept"":""地质时间"",""question"":""地球的年龄大约是多少？"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""answer"":""B"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。""}","{""id"":""C20"",""concept"":""地质时间"",""question"":""地球的年龄大约是多少？"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""answer"":""B"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。""}","{""id"":""C20"",""concept"":""地质时间"",""question"":""地球的年龄大约是多少？"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""answer"":""B"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。""}",mimo.txt
mimo_C_C21,Mimo,Mimo,C,Geoscience,C21,岩石循环,"{""id"":""C21"",""concept"":""岩石循环"",""question"":""关于岩石类型，下列说法正确的是？"",""options"":{""A"":""岩石形成后类型不会改变"",""B"":""在地质作用下不同类型岩石可相互转化"",""C"":""只有岩浆岩可以转化为其他岩石"",""D"":""沉积岩不能变成变质岩""},""answer"":""B"",""explain"":""在高温高压或风化沉积等作用下，岩石可从一种变为另一种。""}","{""id"":""C21"",""concept"":""岩石循环"",""question"":""关于岩石类型，下列说法正确的是？"",""options"":{""A"":""岩石形成后类型不会改变"",""B"":""在地质作用下不同类型岩石可相互转化"",""C"":""只有岩浆岩可以转化为其他岩石"",""D"":""沉积岩不能变成变质岩""},""answer"":""B"",""explain"":""在高温高压或风化沉积等作用下，岩石可从一种变为另一种。""}","{""id"":""C21"",""concept"":""岩石循环"",""question"":""关于岩石类型，下列说法正确的是？"",""options"":{""A"":""岩石形成后类型不会改变"",""B"":""在地质作用下不同类型岩石可相互转化"",""C"":""只有岩浆岩可以转化为其他岩石"",""D"":""沉积岩不能变成变质岩""},""answer"":""B"",""explain"":""在高温高压或风化沉积等作用下，岩石可从一种变为另一种。""}",mimo.txt
